Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,TS%,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,PER ,3PAr,PProd,TRB%,OWS,DWS,WS,WS/40
Daeqwon Plowden,Bowling Green,MAC,SR,F,29,887,5.3,13,0.41,1.3,3.9,0.345,4,9.1,0.437,0.461,3.9,4.9,0.79,2.4,4.4,6.8,1.1,0.9,1.2,1.8,2.8,15.7,105.5,109.9,0.518,0.38,7.8,15.6,6.5,1.7,4.4,12.9,24.9,2.3,-2.3,0,20.6,0.298,469,11.7,2.2,0.7,2.9,0.124
Mason Plumlee,Duke,ACC,SR,C,36,1248,6.1,10.2,0.599,0,0,0,6.1,10.2,0.599,0.599,4.8,7.1,0.681,2.8,7.2,10,1.9,1,1.4,2.9,2.9,17.1,113.1,90.9,0.628,0.688,9.8,23.3,11.5,1.7,4,19.2,25.1,5.4,3,8.4,26.3,0,605,17.4,4.3,2.6,6.9,0.22
Brandin Podziemski,Santa Clara,WCC,SO,F,31,1116,7,14.4,0.487,2.6,5.8,0.447,4.4,8.6,0.513,0.576,3.6,4.6,0.771,1.8,7,8.8,3.7,1.8,0.5,2.3,2.1,19.9,120.5,99,0.608,0.323,5.5,21,20.8,2.8,1.3,14,25.5,7.5,2.5,10,26.4,0.402,620,13.7,4.2,2,6.2,0.215
Jakob Poeltl,Utah,P12,SO,C,35,1071,6.3,9.9,0.64,0,0,0,6.3,9.9,0.64,0.64,4.6,6.6,0.697,2.8,6.2,9.1,1.9,0.6,1.5,2,3,17.3,124,98,0.662,0.666,11.9,22,13.9,1.2,4.8,14.9,26,7.2,2.5,9.7,31.1,0,596,17.4,4.9,1.9,6.8,0.25
Jordan Poole,Michigan,B10,SO,G,37,1222,4.4,10,0.436,2,5.5,0.369,2.3,4.5,0.518,0.538,2,2.4,0.833,0.2,2.8,3,2.2,1.1,0.2,1.5,2.4,12.8,108.4,92.6,0.573,0.244,0.8,9.4,13,2,0.7,14.1,20,2.5,3.6,6.1,16,0.55,431,5.2,2.2,2.7,4.9,0.16
Craig Porter Jr.,Wichita St.,Amer,SR,G,31,1044,5.2,10.8,0.478,1.2,3.3,0.363,4,7.5,0.528,0.533,2,3,0.685,1.3,4.9,6.2,4.9,1.5,1.5,2.5,2.3,13.5,109,96,0.554,0.275,4.6,16.1,30.3,2.7,5,18.9,23.8,4.7,3.4,8.1,22.1,0.304,457,10.7,2.3,2,4.3,0.164
Kevin Porter Jr.,USC,P12,FR,F,21,464,3.5,7.5,0.471,1.3,3.2,0.412,2.2,4.2,0.517,0.561,1.1,2.2,0.522,1,3,4,1.4,0.8,0.5,1.9,3.8,9.5,98.4,100.1,0.559,0.293,4.8,15,12,2.1,2.6,20.8,22.8,1.4,1,2.4,16.2,0.433,185,10,0.5,0.7,1.2,0.1
Michael Porter Jr.,Missouri,SEC,FR,F,3,53,3.3,10,0.333,1,3.3,0.3,2.3,6.7,0.35,0.383,2.3,3,0.778,1.3,5.3,6.7,0.3,1,0.3,1,4.5,10,92.7,88.7,0.438,0.3,9.5,32.5,4.6,3.4,2,10.1,33.3,4.7,3.4,8.1,20,0.333,27,21.8,0,0.1,0.2,0.128
Bobby Portis,Arkansas,SEC,SO,C,36,1076,6.9,12.9,0.536,0.4,0.8,0.467,6.6,12.1,0.541,0.552,3.2,4.3,0.737,3.7,5.2,8.9,1.2,1.1,1.4,1.6,2.9,17.5,118.9,95.8,0.582,0.335,13.6,20.2,8.8,2.1,4.8,11.5,25.7,7.3,1.1,8.4,29.5,0.064,578,16.8,4.2,1.9,6.1,0.227
Quinten Post,Boston College,ACC,SR,C,35,1118,6.3,12.4,0.513,1.4,3.3,0.431,4.9,9.1,0.543,0.57,2.9,3.5,0.821,2.1,6.1,8.1,2.9,0.9,1.7,2.5,3.6,17,114.7,101.1,0.605,0.284,7.5,21.8,18.7,1.6,6,16.9,27,6.1,2.8,8.9,25.6,0.269,583,14.7,3.3,1.8,5.1,0.184
Drake Powell,North Carolina,ACC,FR,F,37,947,2.8,5.7,0.483,1,2.6,0.379,1.8,3.1,0.569,0.569,0.9,1.5,0.648,0.7,2.7,3.4,1.1,0.7,0.7,0.7,2.7,7.4,115.8,106.4,0.581,0.256,3.3,11.4,7,1.6,2.8,12.1,13.3,2.3,2.5,4.8,12.9,0.45,258,7.5,1.4,1.1,2.5,0.106
Dwight Powell,Stanford,P12,SR,F,36,1167,4.9,10.5,0.462,0.3,1.1,0.256,4.6,9.4,0.485,0.475,4,5.9,0.687,1.9,4.9,6.9,3.1,1.3,0.8,2.9,3.9,14,101.3,98.5,0.527,0.557,7.3,17.3,20.4,2.4,2.8,19.6,26.8,2.3,2.5,4.8,19.7,0.103,537,12.5,1.8,2,3.8,0.131
Norman Powell,UCLA,P12,SR,F,36,1243,5.9,13,0.456,1.1,3.3,0.319,4.9,9.7,0.503,0.497,3.5,4.7,0.751,0.6,4.1,4.7,2.1,1.8,0.4,2.2,2.9,16.4,104.9,99,0.54,0.362,1.9,13.3,12.8,3.2,1.5,15.8,24,2.8,2.7,5.5,19.6,0.255,531,7.6,2.5,1.9,4.4,0.14
Taurean Prince,Baylor,B12,SR,F,33,1017,5.5,12.9,0.431,1.6,4.5,0.361,3.9,8.4,0.468,0.493,3.3,4.3,0.769,2.3,3.6,5.9,2.3,1.2,0.7,2.7,3.3,16,107.2,102.8,0.537,0.336,8.9,14.7,15.4,2.3,2.7,18.9,27.2,4.9,0.9,5.7,20.8,0.339,509,12,2.4,1.4,3.8,0.148
Payton Pritchard,Oregon,P12,SR,G,31,1132,7,14.9,0.468,2.8,6.8,0.415,4.1,8.1,0.512,0.563,3.7,4.5,0.821,0.7,3.6,4.3,5.5,1.5,0,2.7,2.2,20.5,120.6,100.3,0.601,0.303,2.3,11.6,31.6,2.5,0.1,16,28.4,8.7,1.3,10,27.1,0.459,640,7.1,5.3,1.4,6.7,0.235
Tyrese Proctor,Duke,ACC,JR,G,38,1137,4.3,9.6,0.452,2.3,5.8,0.405,2,3.8,0.524,0.574,1.3,2,0.68,0.5,2.6,3,2.2,0.8,0.1,1.1,2.6,12.4,121.3,99.2,0.587,0.205,2,9,12.9,1.6,0.4,11.3,18.7,4,2,6.1,16.1,0.603,428,5.9,2.9,2.1,5,0.174
Olivier-Maxence Prosper,Marquette,BE,JR,F,36,1045,4.2,8.1,0.512,1.1,3.2,0.339,3.1,4.9,0.624,0.578,3.1,4.2,0.735,1.7,3,4.7,0.7,0.9,0.1,1.4,3.2,12.5,115.5,103.1,0.617,0.515,7.1,12.3,4,1.8,0.5,14,19.8,2.5,-0.1,2.4,17.9,0.392,412,9.7,2.7,1.3,4,0.152
Derik Queen,Maryland,B10,FR,C,36,1093,5.8,11.1,0.526,0.2,1,0.2,5.6,10.1,0.558,0.535,4.6,6.1,0.766,2.3,6.6,9,1.9,1.1,1.1,2.4,2.8,16.5,113.4,91.3,0.591,0.546,9,24.5,11.6,2,3.8,16.5,26.9,4.2,3.7,7.9,24.7,0.088,584,16.9,3.1,2.8,5.9,0.216
Neemias Queta,Utah St.,MWC,JR,C,28,841,5.8,10.4,0.558,0,0.1,0,5.8,10.4,0.562,0.558,3.5,5,0.707,2.9,7.3,10.1,2.7,1.1,3.3,2.4,3.2,14.9,113.2,79.9,0.593,0.479,10.7,26.8,18.4,2,13.4,18.2,24.9,4.9,7,11.8,30.5,0.007,426,19,2.8,2.9,5.8,0.265
Immanuel Quickley,Kentucky,SEC,SO,F,30,986,4.6,11,0.417,2.1,4.8,0.428,2.5,6.2,0.409,0.511,4.8,5.2,0.923,0.5,3.7,4.2,1.9,0.9,0.1,1.6,2.8,16.1,117.9,98.5,0.595,0.471,2.1,11.9,11.7,1.6,0.5,12.8,22.2,4.9,1.5,6.3,20.4,0.438,439,7.4,3.4,1.4,4.8,0.192
Julius Randle,Kentucky,SEC,FR,C,40,1233,4.9,9.8,0.5,0.1,0.5,0.167,4.8,9.3,0.516,0.504,5.1,7.2,0.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,3,15,111.2,96.7,0.566,0.737,13.4,24.7,10,1,2.6,18.7,26.2,4.9,1.4,6.3,24.5,0.046,599,19.2,3.5,2.4,5.9,0.191
Maxime Raynaud,Stanford,ACC,SR,C,35,1173,7.5,16.1,0.467,1.9,5.5,0.347,5.6,10.6,0.53,0.527,3.3,4.2,0.77,2.7,7.9,10.6,1.7,0.9,1.4,2.4,2.4,20.2,110.1,100.5,0.558,0.263,9.4,28.7,11.9,1.5,4.6,14.2,30.3,5.7,0.6,6.3,25.6,0.343,652,18.8,3,2,5,0.17
Duop Reath,LSU,SEC,SR,C,33,799,5.1,9.3,0.544,0.6,1.4,0.422,4.5,7.9,0.565,0.575,1.8,2.9,0.629,1.9,3.4,5.3,0.7,0.5,1,1.7,4.1,12.5,109.5,107.3,0.586,0.316,9.8,16.1,5.7,1.1,4.7,15.9,25.1,2.4,-0.5,1.9,21.7,0.147,379,13,1.9,0.7,2.6,0.129
Austin Reaves,Oklahoma,B12,SR,G,25,862,5.6,12.6,0.443,1.3,4.2,0.305,4.3,8.4,0.512,0.494,5.9,6.8,0.865,0.8,4.6,5.5,4.6,0.9,0.3,3,1.9,18.3,110.9,101.8,0.579,0.541,2.8,15.1,27,1.5,1,17.7,28.4,5.5,0.9,6.4,23.6,0.334,469,9,2.9,1,4,0.183
Paul Reed,DePaul,BE,JR,C,28,887,6.4,12.5,0.516,0.5,1.8,0.294,5.9,10.6,0.554,0.537,2.1,2.8,0.756,3.3,7.4,10.7,1.6,1.9,2.6,2.3,3.7,15.1,108.4,88.8,0.562,0.223,11.2,25.7,11.1,3.3,9.4,16.5,23.6,4.6,4,8.6,27.5,0.147,421,18.4,2.2,2.3,4.5,0.194
Antonio Reeves,Kentucky,SEC,SR,F,33,1039,7.1,13.9,0.512,2.5,5.7,0.447,4.6,8.2,0.557,0.603,3.4,4,0.863,0.7,3.4,4.2,1.6,0.7,0.2,1.2,2.3,20.2,126.5,111.5,0.64,0.285,2.7,11.1,9.2,1.1,0.8,8.9,23.6,7.3,-1.1,6.2,23.6,0.41,570,7.2,4.1,0.6,4.7,0.182
Naz Reid,LSU,SEC,FR,C,34,925,5,10.7,0.468,0.8,2.5,0.333,4.2,8.3,0.509,0.507,2.7,3.8,0.727,2.5,4.7,7.2,0.9,0.7,0.7,2.5,4.7,13.6,103.8,100.8,0.544,0.351,10.2,19.4,6.4,1.5,2.8,20.1,25.9,1.8,0.1,1.9,19.4,0.23,440,14.9,1.7,1.3,3,0.131
Will Richard,Florida,SEC,SR,F,40,1265,4.6,9.5,0.487,2,5.6,0.359,2.6,3.9,0.669,0.592,2,2.4,0.844,1.1,3.4,4.6,1.8,1.6,0.3,1.5,2.8,13.3,124.5,99,0.624,0.253,4,11,9.9,3,1.1,15.9,17.4,4.4,3.9,8.3,18.3,0.587,485,7.7,3.3,2.4,5.7,0.18
Nick Richards,Kentucky,SEC,JR,C,31,919,5.3,8.2,0.642,0,0,0,5.3,8.2,0.642,0.642,3.5,4.7,0.752,2.6,5.2,7.8,0.2,0.1,2.1,1.6,4.3,14,123.4,94.5,0.674,0.571,11.3,18.6,1.7,0.2,8,15.3,20.3,4.2,2.1,6.3,25.8,0,394,15.3,3.4,1.6,5.1,0.222
Jase Richardson,Michigan St.,B10,FR,G,36,913,4,8.1,0.493,1.3,3.2,0.412,2.7,4.9,0.545,0.574,2.8,3.4,0.836,0.6,2.7,3.3,1.9,0.8,0.3,0.8,2.4,12.1,128.3,98.9,0.624,0.418,3,11.4,14.4,1.9,1.4,9.9,19.4,5.8,4.3,10,20.7,0.39,390,7.4,3.1,1.7,4.8,0.209
Will Riley,Illinois,B10,FR,F,35,899,4.4,10.3,0.432,1.3,4.1,0.326,3.1,6.1,0.502,0.497,2.4,3.3,0.724,1.2,2.9,4.1,2.2,0.3,0.3,1.2,1.9,12.6,115.3,106.6,0.532,0.323,5.2,11.5,16,0.6,1,11.3,23,4.4,0.8,5.2,17.4,0.401,429,8.5,2.3,1,3.3,0.146
Duncan Robinson,Michigan,B10,SR,F,40,1033,2.9,6.7,0.44,1.9,4.8,0.381,1.1,1.8,0.597,0.579,1.4,1.6,0.891,0.5,2,2.4,1.1,0.7,0.4,0.6,3.8,9.2,121.6,98.2,0.616,0.241,2.2,9.5,7.4,1.6,1.7,9.3,15.8,2.5,3.1,5.6,15.8,0.733,339,5.7,2.5,1.9,4.4,0.167
Orlando Robinson,Fresno St.,MWC,JR,C,34,1134,7,14.5,0.481,1.1,2.9,0.37,5.9,11.6,0.509,0.518,4.3,6.1,0.703,2.6,5.8,8.4,2.9,1,1.2,2.5,2.9,19.3,109.9,90,0.555,0.424,10.1,22.1,23.2,2,4.7,14.1,33.8,7.3,2.7,10,29.8,0.202,698,15.9,4.5,2.9,7.4,0.246
Jeremiah Robinson-Earl,Villanova,BE,SO,F,25,862,6.2,12.5,0.497,0.9,3.3,0.28,5.3,9.2,0.574,0.534,2.4,3.4,0.714,2.5,6,8.5,2.2,1,0.6,1.6,2.6,15.7,114.1,98.2,0.558,0.269,8.6,21.2,13.5,1.7,2.3,11.8,24.1,5.1,1.6,6.8,23.4,0.263,388,14.8,2.7,1.3,4.1,0.189
Ryan Rollins,Toledo,MAC,SO,G,33,1078,6.9,14.8,0.463,1.4,4.6,0.311,5.5,10.3,0.531,0.511,3.9,4.8,0.81,0.7,5.3,6,3.6,1.7,0.3,2.2,3,18.9,111.4,96.1,0.557,0.322,2.4,16.1,20,2.9,0.9,13.6,28.2,3.6,1.8,5.3,24.7,0.304,613,9.7,3.6,2.2,5.8,0.208
Jackson Rowe,Cal St. Fullerton,BW,SR,F,19,588,5,10.7,0.468,1.7,4.3,0.407,3.3,6.4,0.508,0.549,4.1,6,0.675,1.6,5.8,7.4,1.8,1,1.2,2.6,3.6,15.6,103.8,97.6,0.583,0.562,5.9,22.3,14.8,2,4.2,18.4,26.6,3.1,1,4.1,22.9,0.406,297,13.8,1.4,1,2.5,0.159
Terry Rozier,Louisville,ACC,SO,G,36,1260,5.9,14.5,0.411,1.3,4.4,0.306,4.6,10.1,0.456,0.457,3.9,4.9,0.79,1.2,4.4,5.6,3,2,0.2,2.2,2,17.1,105.9,89.6,0.509,0.338,3.8,13.9,19.7,3.5,0.5,14.1,26.8,4.4,4.1,8.5,22.1,0.301,591,8.8,3,3,6,0.191
D'Angelo Russell,Ohio St.,B10,FR,G,35,1188,6.6,14.7,0.449,2.7,6.6,0.411,3.9,8.1,0.479,0.541,3.4,4.5,0.756,1,4.7,5.7,5,1.6,0.3,2.9,2.5,19.3,113.6,93.8,0.573,0.303,3.6,15.4,30.1,2.8,1.1,17.3,29.9,8.2,2.7,10.9,26.6,0.449,671,9.8,4.4,2.4,6.8,0.229
Domantas Sabonis,Gonzaga,WCC,SO,C,35,1122,6.5,10.8,0.606,0.1,0.4,0.357,6.4,10.4,0.615,0.612,4.3,5.5,0.768,3,8.8,11.8,1.8,0.6,0.9,2.6,4,17.5,120,90.8,0.651,0.513,11.6,28.2,11.4,1.1,2.7,18.5,26,5.3,2.4,7.6,29.3,0.036,616,20.7,4.6,2.8,7.5,0.26
Hunter Sallis,Wake Forest,ACC,SR,F,32,1150,6.6,14.4,0.457,1.3,4.8,0.277,5.2,9.6,0.547,0.503,3.7,4.6,0.804,0.5,4.6,5.1,2.8,1.2,0.5,2.4,2.6,18.2,105.5,101.1,0.549,0.32,1.8,14.4,18.1,2,1.9,14.9,26.8,2.9,1.8,4.7,18.8,0.335,550,8.3,1.9,1.9,3.8,0.134
Kobe Sanders,Nevada,MWC,SR,G,33,1045,5.2,11.4,0.46,1.2,3.6,0.342,4,7.8,0.516,0.515,4.1,5.2,0.795,0.7,3.2,3.9,4.5,1.1,0.3,1.8,2.8,15.8,115.7,105.3,0.572,0.455,2.7,12.6,29.9,2.2,1.2,13.2,27.2,5.1,1,6.1,22,0.319,535,7.7,3.2,1.4,4.6,0.176
Marcus Sasser,Houston,Amer,SR,G,36,1109,5.3,12.1,0.439,2.7,6.9,0.384,2.6,5.1,0.514,0.549,3.6,4.2,0.848,0.4,2.5,2.8,3.1,1.6,0.2,1.6,2,16.8,123.5,91,0.598,0.347,1.4,8.9,19.6,3.2,0.7,12.9,24.9,7.4,3.6,11,24.9,0.576,552,5.2,4.6,2.6,7.2,0.261
Baylor Scheierman,Creighton,BE,SR,F,35,1288,6.3,14,0.448,3.1,8.3,0.381,3.1,5.7,0.545,0.56,2.8,3.2,0.876,0.7,8.3,9,3.9,0.9,0.1,2.2,1.8,18.5,116.5,98.5,0.596,0.231,2.6,23.2,19.9,1.5,0.3,14.4,24.9,6.2,2.5,8.7,21.9,0.591,630,14,3.8,2.4,6.1,0.191
Mark Sears,Alabama,SEC,SR,G,37,1194,5.4,13.4,0.403,2.4,7.1,0.345,3,6.4,0.468,0.494,5.4,6.4,0.844,0.4,2.5,2.9,5.1,0.9,0.1,2.7,1.9,18.6,116.2,110.9,0.567,0.478,1.5,7.3,26.4,1.4,0.2,16.3,26.7,5.7,0.3,6,18.9,0.526,707,4.6,3.7,0.9,4.6,0.155
Brice Sensabaugh,Ohio St.,B10,FR,F,33,810,6,12.4,0.482,1.8,4.5,0.405,4.2,7.9,0.525,0.555,2.5,3,0.83,1.3,4.1,5.4,1.2,0.5,0.4,2,4,16.3,112,102.7,0.588,0.244,6.2,18.9,10.9,1.3,1.7,15.7,32.1,7.3,0.3,7.6,26.4,0.361,478,12.8,2.8,1,3.8,0.187
Collin Sexton,Alabama,SEC,FR,G,33,988,5.9,13.3,0.447,1.3,4,0.336,4.6,9.3,0.495,0.498,5.9,7.6,0.778,1,2.7,3.8,3.6,0.8,0.1,2.8,3.3,19.2,109.6,104.3,0.567,0.575,4,9.7,27.8,1.6,0.3,16.2,32.5,5.4,0.6,6,23.5,0.299,622,7,3.2,1.2,4.4,0.177
Landry Shamet,Wichita St.,Amer,SO,G,32,1015,4.8,9.8,0.489,2.6,5.9,0.442,2.2,3.9,0.56,0.622,2.7,3.2,0.825,0.4,2.8,3.2,5.2,0.7,0.2,2.1,2.4,14.9,127.5,104.9,0.655,0.327,1.6,9.7,28.8,1.3,0.7,17.9,21,7.3,0.4,7.7,21.4,0.603,476,5.8,3.8,1.1,4.9,0.195
Terrence Shannon Jr.,Illinois,B10,SR,F,32,1080,6.8,14.4,0.475,2.4,6.7,0.362,4.4,7.8,0.573,0.559,6.9,8.6,0.801,0.8,3.2,4,2.3,1,0.9,2,2.6,23,124.8,104.8,0.621,0.599,2.7,10,13.2,1.7,2.3,12.1,27.9,8.8,1.8,10.6,26.9,0.462,662,6.4,5,1.3,6.4,0.235
Day'Ron Sharpe,North Carolina,ACC,FR,C,29,556,3.9,7.4,0.519,0,0.1,0,3.9,7.4,0.523,0.519,1.8,3.5,0.505,3.4,4.2,7.6,1.4,0.8,0.9,2,4.2,9.5,101.9,92.3,0.521,0.468,18.3,23.8,15.4,2.3,5.1,20.6,27.5,3.8,2.6,6.4,25.5,0.009,281,20.9,1.1,1.2,2.3,0.169
